Cluster,Window,Value
1.0,10.0,0.00785089760350642
2.0,10.0,0.007295125992039157
3.0,10.0,0.007293633782096003
4.0,10.0,0.007198937017327895
5.0,10.0,0.007145667962948445
7.0,10.0,0.007200873657639049
10.0,10.0,0.007101953399477728
15.0,10.0,0.007001185791536886
20.0,10.0,0.006905075038420381
25.0,10.0,0.006791221133010786
30.0,10.0,0.006693588981569515
40.0,10.0,0.006506563048550885
50.0,10.0,0.006302638124852826
100.0,10.0,0.0054826734444465034
1.0,5.0,0.00785089760350642
2.0,5.0,0.007295125992039157
3.0,5.0,0.007293633782096003
4.0,5.0,0.007198537141327682
5.0,5.0,0.007265537029042428
7.0,5.0,0.007200873657639049
10.0,5.0,0.007185019799020536
15.0,5.0,0.00703246294362748
20.0,5.0,0.006911833867244408
25.0,5.0,0.006817141384147797
30.0,5.0,0.006750450927794963
40.0,5.0,0.006530504300822096
50.0,5.0,0.0063346802510582485
100.0,5.0,0.00552528695299484
1.0,0.0,0.00785089760350642
2.0,0.0,0.007295125992039157
3.0,0.0,0.007396117371138751
4.0,0.0,0.007312983768008621
5.0,0.0,0.007253972563305621
7.0,0.0,0.007226532284574203
10.0,0.0,0.007120399466084645
15.0,0.0,0.006952945420721387
20.0,0.0,0.0068223144500144575
25.0,0.0,0.006716800305014464
30.0,0.0,0.0065846185861060955
40.0,0.0,0.0063795677107784865
50.0,0.0,0.0061396767887081415
100.0,0.0,0.005313037902679505
1.0,1.0,0.00785089760350642
2.0,1.0,0.007295125992039157
3.0,1.0,0.007204810496243222
4.0,1.0,0.007293593233271789
5.0,1.0,0.007265537029042428
7.0,1.0,0.0072004069192159875
10.0,1.0,0.007119799551956259
15.0,1.0,0.006975525374044608
20.0,1.0,0.006884247534332345
25.0,1.0,0.006785472303896935
30.0,1.0,0.006688756497479305
40.0,1.0,0.00650756462261693
50.0,1.0,0.0063069945257048475
100.0,1.0,0.00557029341196944
1.0,2.0,0.00785089760350642
2.0,2.0,0.007295125992039157
3.0,2.0,0.007204810496243222
4.0,2.0,0.007198537141327682
5.0,2.0,0.007267843696232911
7.0,2.0,0.007239399830529676
10.0,2.0,0.007181167079880323
15.0,2.0,0.006991112940562741
20.0,2.0,0.006878718664321999
25.0,2.0,0.006737228218486669
30.0,2.0,0.0066493300484535955
40.0,2.0,0.006458597416631132
50.0,2.0,0.0063020371867624604
100.0,2.0,0.0055740489700639405
1.0,15.0,0.00785089760350642
2.0,15.0,0.007295125992039157
3.0,15.0,0.007293633782096003
4.0,15.0,0.007198537141327682
5.0,15.0,0.007265537029042428
7.0,15.0,0.0072004069192159875
10.0,15.0,0.007168937078038817
15.0,15.0,0.007035472113441104
20.0,15.0,0.006879080560026965
25.0,15.0,0.006743615873641144
30.0,15.0,0.006648702656391487
40.0,15.0,0.0064292579823790885
50.0,15.0,0.00622783024905025
100.0,15.0,0.005411939659793318
